id,hashtags,retweet_id,user_id,user_loc,user_time_zone,user_created_at,user_desc,created_at,retweet_count,text
970448530027483136,"['GunControl', 'GunControlNow']",,64013062,United States,America/Chicago,Sat Aug 08 18:17:55 +0000 2009,"Farmer.
ExMayor.
Get a job dumbass",Sun Mar 04 23:58:54 +0000 2018,0,"b'Ban everything that can kill people:alcohol,cars,trucks,knives,baseball bats,sharp things,bicycles,etc.Get the idea? #GunControl #GunControlNow'"
970448525346660352,['GunControl'],970341366013276162,1967890957,San Antonio tx,,Fri Oct 18 00:47:14 +0000 2013,I am. 48 and retire and I listing to music and watch will&grace and the gold girl and I like shopping james,Sun Mar 04 23:58:53 +0000 2018,13,b'RT @DarleneHBrook: Celebs Will Wear Orange Pins On Oscars Red Carpet In Support Of #GunControl https://t.co/Xp8KX7RSn6\n\nLearn more at: Cons\xe2\x80\xa6'
970448492031291393,['guncontrol'],,19626004,Canada,Eastern Time (US & Canada),Wed Jan 28 00:03:29 +0000 2009,Proud Canadian liberal just looking for peace in this world #oneworld #lovecanada #theresistance,Sun Mar 04 23:58:45 +0000 2018,0,b'@MimsyYamaguchi @NRATV @DLoesch SO dramatic!! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 In Canada we just discuss things without gun freaks coming on TV threatening to kill people. #guncontrol'
970448427573235712,"['guns', 'weapons', 'guncontrol']",970382628217004032,903066433344729092,USAA Knoxville Tennessee,,Thu Aug 31 01:26:30 +0000 2017,White single mother have two teenagers.,Sun Mar 04 23:58:29 +0000 2018,57,b'RT @gun_lovers_: Rt if you love gun.\n#guns #weapons #guncontrol https://t.co/8ZacLXTD1x'
970448426080133125,"['2ndAmendment', '2A', 'FreeSpeech', 'MAGA', 'CCOT', '2ndwillstand', 'Qanon', 'TheStormIsHere', 'guncontrol']",969992028699398144,48330984,South Dakota,America/Chicago,Thu Jun 18 12:19:18 +0000 2009,"Love being a wife,mother and grandmother. #MAGA #TrumpTrain
 #NRA #RedWaveRising 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",Sun Mar 04 23:58:29 +0000 2018,58,b'RT @jametteriley: Please READ THE BILL! RT #2ndAmendment #2A #FreeSpeech #MAGA #CCOT #2ndwillstand #Qanon #TheStormIsHere #guncontrol #GunG\xe2\x80\xa6'
970448411429257218,"['GunControl', 'Florida']",970442266698334208,189880848,Townsville,Pacific Time (US & Canada),Sun Sep 12 13:55:08 +0000 2010,"Hate off shore prison camps. Supporter of a free and independent Kurdistan, Dad, Nurse. Love bushwalking, Mountain bikes and just being outside in my garden.",Sun Mar 04 23:58:26 +0000 2018,3,"b'RT @CharlizeTheroff: yes world, they are THAT stupid.\n\n#GunControl #Florida https://t.co/p6zys2uOPE'"
970448407599882240,"['guncontrol', 'Gun']",969755481316130816,955118355022663680,"Arizona, USA",,Sun Jan 21 16:42:15 +0000 2018,"US Army Vet Air Assault MOS 67V 3rd ID #2A #MAGA #NoDACA #ReleaseTheMemo #Veteran #Army #NRA #F1 Here 2 support President Trump! Fast Cars and Big Guns, Murica!",Sun Mar 04 23:58:25 +0000 2018,707,"b'RT @MEL2AUSA: .@dbongino on #guncontrol: ""#Gun laws are the only laws that affect the law abiding and don\'t affect criminals one bit."" #Def\xe2\x80\xa6'"
970448406886998016,"['AcademyAwards', 'AcademyAwards2018', 'GunControl', 'Hypocrisy']",,38027424,"England, Great Britain",Amsterdam,Tue May 05 21:37:41 +0000 2009,Look after Britains first. Veteran honoured to have served my country. Pro-Europe & despise authoritarian EU #FreedomIsNotFree #ArmedForcesCovenant #Brexit,Sun Mar 04 23:58:24 +0000 2018,0,b'@NYMag Will there be armed security in attendance for the celebrities protection?... #AcademyAwards #AcademyAwards2018 #GunControl #Hypocrisy @NRA'
970448291065466880,"['Oscars', 'OnlineOnTheAir', 'Trump', 'GunControl']",,335115633,United States,Central Time (US & Canada),Thu Jul 14 05:13:26 +0000 2011,Make Some Noise! Online On The Air! #Music #Faith #Hope #Love #Health... #OnlineOnTheAir! https://t.co/guZlY04TDe,Sun Mar 04 23:57:57 +0000 2018,0,"b""Who's looking forward to hearing overpaid, multi-million-dollars-earning, left-leaning entertainers, spout-off about gun control and impeaching President Trump? #Oscars Just present and accept your awards please.\n\ncc: @TheAcademy #OnlineOnTheAir #Trump #GunControl https://t.co/PaIK3aXey4"""
970448282962026496,"['TriggerALiberalIn4Words', '2ndAmendment', 'GunFreeZonesKill', 'InternetBillofRights', 'QAnon', 'Oscars', 'HoggWash', 'GunControl', 'GreatAwakening']",,1592448187,"Virginia, USA",,Sun Jul 14 03:27:08 +0000 2013,"All American Texas Gal, Conservative,Fierce Activist🇺🇸I have come to the conclusion that politics are too serious a matter to be left to the politicians.#MAGA",Sun Mar 04 23:57:55 +0000 2018,4,"b""Yes, they're this stupid \xf0\x9f\x99\x84\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\n#TriggerALiberalIn4Words \n#2ndAmendment #GunFreeZonesKill \n#InternetBillofRights #QAnon #Oscars #HoggWash  #GunControl #GreatAwakening https://t.co/SF4mXVeafs"""
970448277983449088,"['guncontrol', 'Gun']",969755481316130816,958919683968729088,USA,,Thu Feb 01 04:27:23 +0000 2018,Don’t trust the toilet in your dreams. #2A #MAGA I’m the anti PC #nofilter #HisNameWasSethRich,Sun Mar 04 23:57:54 +0000 2018,707,"b'RT @MEL2AUSA: .@dbongino on #guncontrol: ""#Gun laws are the only laws that affect the law abiding and don\'t affect criminals one bit."" #Def\xe2\x80\xa6'"
970448273172508672,['guncontrol'],970412747409252353,1060660339,"Richmond, VA",Eastern Time (US & Canada),Fri Jan 04 14:57:23 +0000 2013,"Artist- sculpture & 🎨. Cycling & coffee,☕ sometimes wine. Vegan. Gardening for food & homeopathy.  Doxies. FB: Ambode33 #Resist #ImpeachNow",Sun Mar 04 23:57:53 +0000 2018,436,b'RT @amjoyshow: GOP Rep. @MattGaetz debates #guncontrol with @JoyAnnReid https://t.co/VnF4Jyzboi'
970448178561634304,"['EndGunFreeZones', 'guncontrol', '2ADefenders', 'MAGA', 'NRA']",970132744666800128,68543202,Northern New Jersey,Quito,Mon Aug 24 23:29:06 +0000 2009,"wife,mother,animal lover, NRA member, Catholic, Pro-Israel. Pro-Life, Pro military! Proud Conservative American Woman! #TGDN #NRA #MAGA #TRUMP Gab Jane747",Sun Mar 04 23:57:30 +0000 2018,147,"b""RT @wmmII88: It's always safer to have a 'good guy', with a gun, in close proximity. #EndGunFreeZones\n\n#guncontrol #2ADefenders #MAGA #NRA\xe2\x80\xa6"""
970448154528309248,"['Mustread', 'GunControl', 'MassMurder', 'Waco']",970420167971762176,45951402,"Crystal, Minnesota",Central Time (US & Canada),Tue Jun 09 21:35:48 +0000 2009,"Man of the West, Master of Arts, Historian, Gamer, Marksman, Foe of Slavery, Seeker of Truth. Loves Lensman and LotGH. Based Nationalist.",Sun Mar 04 23:57:24 +0000 2018,7,b'RT @MikeMtk63: #Mustread @kurt_nimmo #GunControl #MassMurder: The 25th Anniversary of the #Waco Siege https://t.co/cXgpjY8UCj  Exclusive #N\xe2\x80\xa6'
970448150988316672,"['NRA', 'GunControl']",970395509755121664,838114538868342787,MD,Eastern Time (US & Canada),Sat Mar 04 19:50:52 +0000 2017,Dad. Pappy. Attorney. Love Maryland Terps and golf. #sober. #recovery #DrainTheSwamp #BuildTheWall #TrumpTrain #MAGA. #Trump2020 #Patriot #consfront.,Sun Mar 04 23:57:23 +0000 2018,68,b'RT @theCarlosMiller: This little girl knows more about gun safety than @SenFeinstein yet she ready to take our guns. \n\n#NRA #GunControl #Tr\xe2\x80\xa6'
970448143576944640,"['NRA', 'GunControl']",970395509755121664,222861547,USA,America/Boise,Sat Dec 04 17:38:07 +0000 2010,#YeshuaHaMashiach #WayTruthLife #AmericaBlessGod #Repent #ProLife #SOT #SOV #MarineMom #JesusComingSoon #Faith #PJNET #TGDN #tcot #ccot #PrayerRequest #Pray,Sun Mar 04 23:57:22 +0000 2018,68,b'RT @theCarlosMiller: This little girl knows more about gun safety than @SenFeinstein yet she ready to take our guns. \n\n#NRA #GunControl #Tr\xe2\x80\xa6'
970448128036913152,"['EndGunFreeZones', 'guncontrol', '2ADefenders', 'MAGA', 'NRA']",970132744666800128,3012500793,"Missouri, USA",Central Time (US & Canada),Mon Feb 02 16:50:29 +0000 2015,"Conservative , Catholic, Mom, Grandmom, #MAGA, #ProPolice/Millitary, #NRA #Stand with Israel, #Pro-Life, #DefundPP,  #Royals, I follow all Trump supporters!",Sun Mar 04 23:57:18 +0000 2018,147,"b""RT @wmmII88: It's always safer to have a 'good guy', with a gun, in close proximity. #EndGunFreeZones\n\n#guncontrol #2ADefenders #MAGA #NRA\xe2\x80\xa6"""
970448066313707520,"['Oscars', 'guncontrol']",970446681245396993,2347080409,TX,,Sun Feb 16 16:07:27 +0000 2014,"Irreverent consumerist, aspiring libertarian, general smart-ass",Sun Mar 04 23:57:03 +0000 2018,13,"b'RT @RobertAnthonySr: Over 500 armed police officers will be on hand to protect celebrities during the #Oscars, in the #guncontrol state of\xe2\x80\xa6'"
970447865511231488,"['GunControl', 'BoycottOscars']",,305120082,America-Sweden,Pacific Time (US & Canada),Wed May 25 17:37:34 +0000 2011,"Growing up,my dad told me-I love you when you're good-I love you more when you're bad.That love made me to be a strong, Independent and successful young woman.",Sun Mar 04 23:56:15 +0000 2018,0,b'@charliekirk11 #GunControl for celebrities. \xf0\x9f\x8f\x86\xf0\x9f\x9a\xab\xe2\x9c\x94\n#BoycottOscars \xf0\x9f\x8f\x86\xf0\x9f\x9a\xab https://t.co/feT0XjdwDE'
970447738847469568,"['guncontrol', 'water']",,27542556,"Ojai, CA",Pacific Time (US & Canada),Mon Mar 30 00:31:33 +0000 2009,US Air Force veteran. Vegan for the animals. Aspiring remote viewer. River rat.,Sun Mar 04 23:55:45 +0000 2018,0,"b'They want #guncontrol to supposedly keep everyone safe yet release poisonous chemicals into #water, the most vital nutrient for life.\nhttps://t.co/PPUy3FmO8N'"
970447731889201157,"['guncontrol', 'Gun']",969755481316130816,3405962098,USA,Pacific Time (US & Canada),Thu Aug 06 17:19:53 +0000 2015,"""There is nothing in the world so irresistibly contagious as laughter & good humor."" Charles Dickens 🇺🇸 #Patriot #2A🔫#TRUMP #MAGA #BuildTheWall 👉🏼 NO LISTS",Sun Mar 04 23:55:43 +0000 2018,707,"b'RT @MEL2AUSA: .@dbongino on #guncontrol: ""#Gun laws are the only laws that affect the law abiding and don\'t affect criminals one bit."" #Def\xe2\x80\xa6'"
970447566616875009,"['GunControl', 'ArmUsWith']",,132769785,Worldwide,Eastern Time (US & Canada),Wed Apr 14 04:00:30 +0000 2010,"iPetitions places the Internet's power to transform society in the hands of ordinary people. Start your free petition today. At iPetitions, your voice counts.",Sun Mar 04 23:55:04 +0000 2018,0,b'NY Times Writer on Respect + Gun Control\n#GunControl #ArmUsWith\nhttps://t.co/Q95oTteyIV @nytimes'
970447514695618562,"['guncontrol', 'Parkland']",,20930176,Global,Paris,Sun Feb 15 19:24:21 +0000 2009,"Independent journalism, unbiased analysis - the World for People who Think",Sun Mar 04 23:54:52 +0000 2018,0,"b""Society's Child: Astro-turfing #guncontrol: How did kids from #Parkland 'magically' form a movement in just 2 weeks? They had lots of help https://t.co/aWQGMkGrg1"""
970447459544649728,['GunControl'],969967312999731200,702990664829681665,,,Thu Feb 25 22:56:50 +0000 2016,#LOVEMYPRESIDENT#LOCKHERUP#MAGA,Sun Mar 04 23:54:39 +0000 2018,1050,"b'RT @CB618444: \xf0\x9f\x91\x89\xf0\x9f\x91\x89\xf0\x9f\x91\x89For the fools that believe #GunControl makes citizens safer, put down the crack pipe &amp; take a good look at what #GunContro\xe2\x80\xa6'"
970447393597640705,"['2A', 'GunControl']",969985410578382850,903066433344729092,USAA Knoxville Tennessee,,Thu Aug 31 01:26:30 +0000 2017,White single mother have two teenagers.,Sun Mar 04 23:54:23 +0000 2018,111,b'RT @wsredneck: The right to bare arms and two desert eagles 50 cal. #2A #GunControl https://t.co/AIyOfkH2XZ'
970447386324688902,"['NRA', 'GunControl']",970395509755121664,721737068322271232,United States,Central Time (US & Canada),Sun Apr 17 16:28:21 +0000 2016,"Physician, photographer, REAL NEWS, antiMSM, #1A #2A Maintain all laws! #AmericaFirst🇺🇸 #BuildTheWall🇺🇸#PatriotsUnite🇺🇸 #Fight4Freedoms🇺🇸 
BE PREPARED!",Sun Mar 04 23:54:21 +0000 2018,68,b'RT @theCarlosMiller: This little girl knows more about gun safety than @SenFeinstein yet she ready to take our guns. \n\n#NRA #GunControl #Tr\xe2\x80\xa6'
970447383338389505,"['Oscars90', 'HollywoodHypocrites', 'GunControl']",,2913678013,,,Sat Nov 29 11:33:08 +0000 2014,"Follower of Christ, Southern born & raised, Self Employed, Conservative Republican and Trump Supporter.  

DO NOT ADD ME TO LISTS!! You will be blocked.",Sun Mar 04 23:54:20 +0000 2018,0,b'#Oscars90 until the #HollywoodHypocrites  tear down the walls around their multi-million dollar mansions &amp; GIVE UP their armed security they have no grounds to lecture anybody on #GunControl. https://t.co/YR1955oiQq'
970447362958258178,['guncontrol'],970412747409252353,121274260,"Chicago, IL",Central Time (US & Canada),Tue Mar 09 00:35:19 +0000 2010,really...?,Sun Mar 04 23:54:16 +0000 2018,436,b'RT @amjoyshow: GOP Rep. @MattGaetz debates #guncontrol with @JoyAnnReid https://t.co/VnF4Jyzboi'
970447303659130880,"['guncontrol', 'Oscars90', 'metoo']",,802530956544536576,Sweden,,Sat Nov 26 15:14:25 +0000 2016,"Having fun, and looking up dictionaries.",Sun Mar 04 23:54:01 +0000 2018,0,"b'Hollywood taught be to be to be a good and honest advocate for #guncontrol, but seeing the amount of guns protecting them tonight at #Oscars90 , I can only assume they are now in support of guns, so I guess I am too. #metoo'"
970447222222589952,"['Oscars2018', 'GunControl', 'yosender']",,955631715048939520,"Boston, MA",,Tue Jan 23 02:42:10 +0000 2018,Advertising student at @COMatBU,Sun Mar 04 23:53:42 +0000 2018,0,b'I\xe2\x80\x99m happy to hear that #Oscars2018 attendees are wearing orange pins and ribbons in honor of #GunControl #yosender'
970447161971433474,"['LiberalResistance', 'GunControl', 'BackgroundChecks']",970437555874418689,15765520,Here. Now. ,Indiana (East),Thu Aug 07 16:39:42 +0000 2008,"Writer, artist, iconoclast. Eternal vigilance is the price of liberty. #ITMFA #BLM #NODAPL #Resistance #Truth2Power #silverbells #cockleshells #maidsinarow",Sun Mar 04 23:53:28 +0000 2018,9,"b'RT @LiberalResist: For Gun Control, CALL... - #LiberalResistance #GunControl #BackgroundChecks https://t.co/fN60wDCR9Q'"
970447147647848448,"['GunControl', 'SchoolSafety']",,3032393326,Florida,,Thu Feb 12 10:43:00 +0000 2015,"Proud American & father that cares deeply for his country.A Collection of my thoughts, views & opinions.Question everything but ones heart.#239 #MAGA 🇺🇸",Sun Mar 04 23:53:24 +0000 2018,1,b'@JoeyCortese45 @RyanAFournier Speaking how #GunControl is the answer to #SchoolSafety &amp; not armed security or teachers. All of this being said while they enjoy a large number of armed security protecting them.'
970447045642334208,"['guncontrol', 'ParklandShooting', '2A', 'tcot', 'MAGA', 'PJNET', 'CNNSOTU', 'CCOT', 'cbn', 'RickSantorum', 'foxnewssunday', 'FoxAndFriends', 'FoxNews', 'ItTakesAFamily']",,1345758930,America,Eastern Time (US & Canada),Fri Apr 12 02:18:18 +0000 2013,"If my people, which are called by My name, shall humble themselves, and pray, and seek My face.. then I will hear from heaven.. Followed by @RickSantorum",Sun Mar 04 23:53:00 +0000 2018,0,"b'.@RickSantorum Hits a Nerve: Fatherlesssness in America is an Epidemic, Root C... https://t.co/QXYTto95gw   #guncontrol #ParklandShooting #2A #tcot #MAGA #PJNET #CNNSOTU  #CCOT #cbn @CommonCores #RickSantorum  #foxnewssunday #FoxAndFriends #FoxNews @KellyannePolls #ItTakesAFamily'"
970446985592492032,['GunControl'],970134676198244353,65986672,,,Sat Aug 15 21:57:32 +0000 2009,,Sun Mar 04 23:52:46 +0000 2018,596,"b""RT @larryelder: \xe2\x80\x9cLarry Elder: How Many Lives Are Saved by Guns -- and Why Don't Gun Controllers Care?\xe2\x80\x9d\n\nhttps://t.co/X03n10TarX\n\n#GunControl"""
970446940956712961,"['Oscars', 'guncontrol']",970446681245396993,3225101787,Travel Almost Every Day,,Thu Apr 30 19:47:36 +0000 2015,Till Valhalla,Sun Mar 04 23:52:35 +0000 2018,13,"b'RT @RobertAnthonySr: Over 500 armed police officers will be on hand to protect celebrities during the #Oscars, in the #guncontrol state of\xe2\x80\xa6'"
970446875269545985,"['Oscars', 'guncontrol']",970446681245396993,874753596,Nevada,Arizona,Fri Oct 12 02:15:12 +0000 2012,"Conservative, believes in the Constitution, self employed hard and honest worker. Don't mess with my guns!",Sun Mar 04 23:52:19 +0000 2018,13,"b'RT @RobertAnthonySr: Over 500 armed police officers will be on hand to protect celebrities during the #Oscars, in the #guncontrol state of\xe2\x80\xa6'"
970446870081409030,"['NeverAgain', 'GunControl', 'EndGunViolence', 'MarchForOurLives']",,970397075610521600,"Plymouth Township, MI",,Sun Mar 04 20:34:26 +0000 2018,#never again walk out organizer WMS. Ask me any questions you may have,Sun Mar 04 23:52:18 +0000 2018,0,b'Don\xe2\x80\x99t let it happen again. #NeverAgain #GunControl #EndGunViolence #MarchForOurLives https://t.co/foutd4nC5A'
970446834316406784,['guncontrol'],970412747409252353,737717173754290176,Blue State of California,Pacific Time (US & Canada),Tue May 31 18:47:35 +0000 2016,"Citizen Politician...Democrat..a single voice in a ocean of BLUE..
#Resist",Sun Mar 04 23:52:09 +0000 2018,436,b'RT @amjoyshow: GOP Rep. @MattGaetz debates #guncontrol with @JoyAnnReid https://t.co/VnF4Jyzboi'
970446829019193344,['GunControl'],969967312999731200,281551999,Massachusetts,Pacific Time (US & Canada),Wed Apr 13 14:13:26 +0000 2011,Animal Lover - Deplorable - NRA Member - MAGA,Sun Mar 04 23:52:08 +0000 2018,1050,"b'RT @CB618444: \xf0\x9f\x91\x89\xf0\x9f\x91\x89\xf0\x9f\x91\x89For the fools that believe #GunControl makes citizens safer, put down the crack pipe &amp; take a good look at what #GunContro\xe2\x80\xa6'"
970446815395852288,"['news', 'NRA', 'GUNS', 'GUNCONTROL', 'GOP', 'Republicans', 'TRUMP', 'DonaldTrump', 'MAGA', 'MakeAmericaGreatAgain', 'USA', 'DEMS', 'FAIL', 'Democrats', 'Breaking']",,877252532510142468,IDAHO,,Tue Jun 20 19:51:17 +0000 2017,#MAGA #NRA Follow @THEPOTATOHEADS Followed by: @YourLordThyGod @FreedomWatchUSA @RadioFreeRon @USFreedomArmy @RepJimHankle @chuckNASCAR VOTING TRUMP/PENCE 2020,Sun Mar 04 23:52:05 +0000 2018,3,"b'NRA GAINS 500,000 Members in a Month  https://t.co/PtZDwxRofu #news\n#NRA #GUNS #GUNCONTROL #GOP #Republicans #TRUMP #DonaldTrump #MAGA #MakeAmericaGreatAgain #USA #DEMS #FAIL #Democrats #Breaking'"
970446778750271488,"['GunControl', 'Florida']",970442266698334208,802168670596186112,"Northam, Western Australia",,Fri Nov 25 15:14:49 +0000 2016,"Australian General News, Science & Technology, Fun HaHa, Music, YouTube, Cute Animals, love nature, anti fascist with Labour social leanings. hate intolerance",Sun Mar 04 23:51:56 +0000 2018,3,"b'RT @CharlizeTheroff: yes world, they are THAT stupid.\n\n#GunControl #Florida https://t.co/p6zys2uOPE'"
970446734873808896,['guncontrol'],970412747409252353,885839574693490689,"Pennsylvania, USA",,Fri Jul 14 12:33:07 +0000 2017,#NotMyPresident. #Resist. #MakeAmericaBlueAgain #FBR,Sun Mar 04 23:51:46 +0000 2018,436,b'RT @amjoyshow: GOP Rep. @MattGaetz debates #guncontrol with @JoyAnnReid https://t.co/VnF4Jyzboi'
970446730100707329,"['GunControl', '2A', 'ShallNotBeInfringed', 'CCW', 'NationalReciprocity']",,1252008841,New York,Eastern Time (US & Canada),Fri Mar 08 15:17:06 +0000 2013,"Husband, Father & TeaParty Libertarian for limited government & principles of our founding fathers. Constitutionalist & defender 2nd Amendment. ΜΟΛΩΝ ΛΑΒΕ #DTOM",Sun Mar 04 23:51:45 +0000 2018,0,b'Mitch McConnell Rejects Frenzied #GunControl Push: Not on Senate Agenda https://t.co/cUUg1mCxFK via @BreitbartNews #2A #ShallNotBeInfringed #CCW #NationalReciprocity @NRA @GunOwners'
970446690862977030,"['NRA', 'AssaultWeaponsBan', 'GunControl']",,2617645478,,Eastern Time (US & Canada),Fri Jul 11 16:31:54 +0000 2014,,Sun Mar 04 23:51:35 +0000 2018,0,"b'Florida Senate rejects ban on assault weapons, votes to arm teachers \n\nhttps://t.co/DsQ9X67iz1\n\n#NRA #AssaultWeaponsBan #GunControl'"
970446681245396993,"['Oscars', 'guncontrol', 'Hollywood']",,55855585,"ÜT: 41.108116,-95.946972",Central Time (US & Canada),Sat Jul 11 15:37:45 +0000 2009,"#USAF #VETERAN #PROLIFE #1A #2A #PuertoRican Views/tweets/RTs are my own and no way representative of the DoD, nor endorsed by the DOD/USAF. RT≠Endorsement",Sun Mar 04 23:51:33 +0000 2018,13,"b'Over 500 armed police officers will be on hand to protect celebrities during the #Oscars, in the #guncontrol state of California. While an average family in California will be incapable of that level of protection. \n\nHypocrisy thy name is #Hollywood!'"
970446672185757697,"['Trump', 'AlecBaldwin', 'SNL', 'guncontrol']",970398028405313538,2328599465,South Florida,,Thu Feb 06 18:30:00 +0000 2014,Love My Dad Jesus Helping Others The Phillies Eagles Flyers and FSU Founder of  #Impact @USA_Impact_ on.Twitter On  Facebook Fred Christian You Tube WordPress,Sun Mar 04 23:51:31 +0000 2018,2,b'RT @littleredblog: #Trump\xe2\x80\x99s feud with #AlecBaldwin continues in #SNL\xe2\x80\x9d #guncontrol skit https://t.co/8TYHl1DH0Z'
970446638962556928,['guncontrol'],970412747409252353,783496270425972736,Colorado Springs,,Wed Oct 05 02:37:22 +0000 2016,,Sun Mar 04 23:51:23 +0000 2018,436,b'RT @amjoyshow: GOP Rep. @MattGaetz debates #guncontrol with @JoyAnnReid https://t.co/VnF4Jyzboi'
